bid,wid
27406768,44504181
23171416,42757622
7081388,3320797
23009402,42576172
18049557,23986888
5082616,5149334
18050057,25332825
23611260,395564
20761943,40094702
7743175,10558806
15851746,21599077
12275680,17251309
6348046,6534541
25614812,45424848
23341862,42901339
21817353,25386941
8505758,882139
25738902,45578245
10875239,15729222
18894635,25963122
12036356,14457683
28208252,44740446
20168816,27565413
13425591,16381755
16646841,18984429
22367526,41777804
20694952,40014548
18123089,21551967
16132592,19175796
22864647,27570886
18966806,26984941
22571512,42038009
13259975,18461478
7726892,10492902
26031228,45957527
57948,1104159
23309458,15710626
23165068,42459928
8523559,1773948
25909163,45785428
6065179,6054277
18129372,25337542
18597998,23592383
13566041,19144230
24331374,43910432
25644601,45460946
27161858,26526615
25434370,46150918
25621137,45434298
18129370,15260779
23604317,26542130
27408113,46190748
23604324,43205960
7469133,9552554
23546781,45378216
24903909,44319447
25834388,45695391
20821371,40167209
9292518,13417447
15981669,21734481
19486421,23811929
20665583,25223663
25733923,44848451
18604872,6643004
26530313,46521420
43641,3441236
18583165,160246
25716705,45544151
6980403,6609046
3100126,6262491
28780092,48988154
26192512,40305551
25067043,44751857
13589129,19176621
10329843,7338128
13342424,18296274
17707617,24757122
10277586,2429737
22206617,41547583
10802160,6996712
27779289,51300638
25903310,45787531
13107661,18280851
13167062,18346304
12146389,12659235
13534841,15182838
10477364,14805540
23315840,42756260
20914038,25050481
26795573,46817350
11968327,15281561
20587609,39857150
20494680,21562189
25489535,45263806
10178512,414437
9966093,14860141
6400090,6588800
18359834,22277039
17834904,8586680
26240637,46049398
11527023,14854113
9578677,14465565
15793165,21515129
13390528,18621486
25267699,42172732
22609483,42099443
8113551,13040571
23223195,40166568
10021420,14916864
23281922,42819755
18245517,25695385
23171385,42715767
10211494,15110962
10539367,4507067
9918639,6683959
2830067,2856172
11038266,15958401
2653622,2435685
22891415,42461503
15815348,21541844
25463530,45146066
17908462,25092132
13520559,17021755
5818570,5990583
26245817,46239614
13622750,18621486
16343058,18154368
22587974,24252401
18966819,26984955
16158555,21998971
25813940,42799220
25614808,39961210
7110077,3272005
10954979,15872618
27407973,41246725
23065885,26203415
25630085,45436495
11737278,16686464
22693231,26634437
23411980,40167031
15728450,17947342
25252302,25965773
15724396,21400019
7116365,7376750
28363964,43272201
25890633,45771662
10883940,15799598
13630171,19237752
27221494,45670634
25362277,44908160
12460899,17444604
18085492,25337653
25374688,42462101
12093890,13387396
18775398,21596251
17086119,1024188
10824407,15738206
13176500,18356405
11079894,95143
6048478,6224093
15790837,21512389
8507545,13373656
23341607,42901131
23507688,40732855
10171793,6209017
6532496,6724608
25773504,45622200
16343038,18171702
6608754,6611489
18459855,26112061
25241321,44848209
18453442,26098219
8421746,6600281
17134643,22171084
15789630,21510659
13490673,17003686
23411333,40236436
6976997,6550704
22905580,41153018
3931902,3977444
7096123,7353253
12216302,17189468
24875357,43327778
24292310,43872842
10848333,701465
27220780,42099443
25273121,44999109
6441706,6631652
25785533,45636274
9571617,6684634
22410267,26868952
22535480,41987016
20359715,28553802
25784119,24732232
18209437,25630225
25013067,44684882
26245065,46238686
11324722,16252969
18599751,26186625
6997053,13361
23848562,43458444
24331386,43910444
13642155,19093520
23398895,42955410
9954829,465732
15789075,15303665
18789773,21889418
23848603,43458476
15742642,21430204
11529868,16467838
10137949,2219449
24108257,40714579
25434371,42751762
15745585,16499524
25814042,44581993
9485202,14370601
27248602,47297498
13040826,18204838
25241699,44961166
1067590,1054249
23197337,42742312
13413589,15955708
2233407,3159807
18170664,25491391
11752936,17146239
17349092,24034550
25897906,45780837
8467921,13332467
28862528,48637040
30658304,49944929
18295858,25778638
10342669,14916864
18656448,26471021
25387896,45138292
14744381,20393152
23453112,43014915
2725419,2751022
13320466,18526942
9314180,6708278
25814376,44759727
25666062,45489195
16044982,21823195
16557835,19175758
25744925,42901145
11795285,14636209
10766509,15677976
16065519,21856160
21412045,21492684
8628133,13498887
25300879,43596077
25066824,44751586
15801651,21525032
26114516,45844277
3220405,3465687
22415170,41130274
27191689,47233992
13359069,18587348
8411366,8914542
23492357,43082618
17333749,24064531
12405612,17387145
16387489,18221250
23492276,43082562
16002030,21763986
30195831,26485357
18077843,25384246
17348993,24034775
16131058,16550024
25300845,45137948
25814066,45247365
19502593,25046757
12037026,17003601
22551743,42009412
15753192,21448564
15802687,21526096
6986167,6383366
23492387,21576368
25241386,43579550
8483233,13348402
28503833,43446313
18079700,25441560
18111978,50718210
21469633,40787528
18460392,26113532
26067699,43146429
11557134,16191978
10494676,13395554
25734248,45424866
25943106,45337610
1686165,1682821
16130237,20391423
26026040,45764196
25814087,45670817
10505349,15411212
26245815,44681694
25975307,42940021
25488858,45247715
18049017,25331231
13642929,21520935
10680329,15590102
17347751,24087996
13623788,21856131
746673,21512278
17343416,24882641
22864818,42391494
16492211,1645899
28762820,48893668
7685763,10338572
13596809,19186128
17191641,21397455
15761330,21462047
9684315,14572323
25816947,42205784
25783832,24732221
17778545,21551942
13579062,19075921
17707638,24757077
12603675,17618925
16169737,22016392
21408691,40721190
8851321,97230
17167936,18558941
25430691,45191218
24611846,40236328
22609120,24582245
27201002,43788815
18044383,21933087
16387463,16008347
25206129,42038027
8730887,986247
28116678,48122567
6658779,6853441
10825011,14457683
25191538,42708615
26872190,46916170
16115714,21933191
11963131,13395554
25901556,41685301
21535713,40864662
8318666,13167950
23310795,42864872
11194701,7897971
7235533,8134945
16130228,21955530
18051941,25335678
7897620,11141856
23197288,42742272
3091315,6926938
8574333,13443181
15738359,18547839
29101648,45425700
16280689,22382333
29151148,45424866
29249185,45637412
25614933,45425898
16169863,22016392
12158028,17128922
17704509,15542976
7975411,12255275
357486,1103107
3188186,3221117
27220852,43602301
24940998,44598633
13536859,16813814
17167084,23594240
24885537,2267189
3667676,3710916
20588698,21933444
11273239,15634932
8303538,10199919
9408417,14292440
9223699,14103744
25667109,45490228
2055151,2954835
20696012,39481769
3706168,90417
6225208,6407237
2890090,2916344
20486871,25387072
18872987,21697181
25430654,44883206
12077553,17045364
23295182,32035880
25785649,43145997
15823426,21553734
4590265,4639728
10802832,13277173
11796251,16748920
12988640,18148447
22571556,42038040
26240627,42078643
27406746,44636364
22859222,41125534
15042924,17473999
7029635,6677852
25573977,25758335
8708009,13580844
15802678,21527017
12022496,17079585
18632861,26427473
22052910,40167128
7942051,7897982
26075973,46013377
8801482,13675590
13586741,19174089
22151847,43227716
22529127,41976700
10962765,15880539
25716596,45723418
26891524,44886238
27407633,43082788
30340461,49584728
5586254,4305989
25716725,45550521
11492041,15455523
17778532,24827540
15797938,6463092
7251292,2119898
17839081,24948181
18594758,22382303
13051607,16985086
3173125,3205574
16045124,21823341
25489480,42038090
15704744,19096915
25663721,41125525
23043966,21820775
23546848,43146310
17334090,24066037
10852889,13403441
17162134,21903884
23355896,42912504
16280452,6820235
17333171,24064353
15803163,21829616
26312344,40026661
21863322,17115101
24904752,44300721
26150632,46106545
27209431,47250922
11733024,16681868
7019088,3354660
13543199,19107495
7006959,7251580
2254308,2260190
29105789,41999458
23492671,41326408
18114062,25441292
23012469,25781254
6726595,6922779
6980827,13560666
18232495,25675111
13531400,17921603
27209455,47250944
15713917,11138426
20707959,40030582
2045569,2747404
25814413,45671103
11104933,16027103
13036575,18200261
15806231,21530499
3015764,3046305
25472764,44737184
22054317,25429815
9633628,14355716
12870486,16829865
27161224,47200549
15819169,21547733
15818746,21546693
22929755,42499239
18170518,24345108
10869746,16460463
23602546,41127893
22719550,42248371
25814403,45671093
18656006,26470741
24963343,42901335
18505832,26198849
26067706,44326582
8230540,10974973
10609594,14395005
23168456,42713682
6588662,4717423
18340095,21825181
23398612,26440459
17290955,23913224
9142816,10829530
24846330,42911918
25810687,45666659
25202365,44738173
27214080,47256125
26150770,46106688
10772902,14325072
13630324,15311332
22825382,42379767
24392693,44279371
15802821,21525361
26071563,46008422
18630653,25533037
9446202,13868705
25785370,3612380
22891450,42461529
2922849,2950170
15794310,14167525
15990163,19017916
5979072,6152386
11516720,15246115
13531213,18156927
7672904,6684634
26138086,46090467
12987995,18365161
24693031,44312044
13166452,17003601
10357575,18160093
6106714,6284404
25067012,44751834
7779059,10351697
18374846,25142231
29598029,47077818
17331438,24090377
19481080,26474462
25310614,42379767
23848359,43458288
18630723,26423557
25814001,45230100
25147580,44848209
9635495,14522855
9979837,16789321
7264815,6639310
10837417,1013192
10667902,13001362
24869676,43210220
27415389,44877826
29910640,46177490
23353593,26492586
11724676,16673115
6428887,6618328
18079815,25387113
25377435,45125259
26700634,27228804
18310944,27097530
16130549,17851499
18498529,26186587
25434355,45916626
18693651,26542197
13547504,19112644
7298188,599450
17134626,17763198
26192940,42819638
25747151,44808971
481488,909325
7079119,3486041
25900552,45674635
9437461,1258566
12292614,15690818
13528359,19082186
2120652,1470370
8492907,13358451
23341847,25538798
13530933,18245549
15851722,21526233
7956992,11240905
9704856,14593088
29940418,46238686
8605681,13475833
2586771,2604190
10112793,15010302
23256125,42578935
21412360,30834204
22747199,39961210
12896448,16849814
23014748,40447706
15841499,21440678
28262448,45550521
23602569,42278179
25716551,42038205
25816968,26634437
20890472,41127965
16174181,17189468
27904904,45318408
25361426,42819819
22718664,42246964
16065515,22276989
18089928,24989806
16158508,21995426
16065512,21856153
11710373,16657990
12418916,16379395
9589792,14476770
10816296,15729966
23532065,40105061
17255564,21823296
12628536,17683946
11470360,15702803
14760745,17237712
18223628,25657371
10112133,11259924
18079682,25386974
11275360,1970226
17349023,24034597
10993282,15911884
12468546,16091023
25658655,43458366
26241674,44808971
12268914,382018
6981121,2523229
11890814,16849816
7893288,8836940
17643579,21869536
13425449,18085668
26150567,46106428
12119529,17088822
25111314,42792864
20702311,40022168
18166877,25533015
25790911,44684882
25065522,44749694
17838528,24961929
23783496,42905101
16130243,21955329
2199587,2205341
13069213,18329805
23604448,43206078
18693716,25570700
11460756,16313158
24453092,44044891
10746419,15657541
25852784,45720714
12709482,16207938
13060542,18907621
23492568,43082582
13530788,13306276
20821140,40167028
6404582,6374360
25779360,44224020
9713837,14459193
25746696,45587873
17557580,21840846
24809013,42021814
15793075,21416771
10552265,15207309
18870315,26234107
22875118,42439395
9854046,13048573
10648049,15556973
8853981,13729082
2229915,3116365
15802985,21526036
23460830,42753848
10313526,700153
15827020,21737662
11524463,8842841
13152998,18153294
23395094,42952321
25406286,42799135
18210223,25527622
12507809,17444604
6485415,6676766
25670943,43002101
8688922,979256
25241377,44904964
26113426,46037034
15798777,16826575
12681611,17810179
5327061,5394541
13573424,19154399
25733962,21933444
12784861,16669362
23418635,40166592
9578336,14465222
22571583,41120683
10335308,15237902
6971424,6587666
6561654,6754472
9525402,14411418
7907687,11175655
3591262,3633533
25903313,45787534
12410640,17392263
13538782,19101132
22934457,42465523
2022443,2929459
23210120,25781254
15820544,21546693
18044398,17556196
9463339,14348272
28118506,43344009
18630725,25942966
25622889,45435032
6718608,6914700
18050461,24998884
7793172,103740
6353919,1744887
27221438,44854000
8894714,6405647
16130110,21955405
25530076,45318408
10339475,13945952
9791,613469
11295115,15769970
22890052,32643007
28588000,42578935
23164975,42710995
12059093,17026278
27287477,44222940
10441284,13094132
21730988,24989372
25205337,44918016
18656055,26470742
23308084,42862750
27474528,47519071
8523840,1466917
18834760,24757012
12184123,17156027
26889813,3324344
21738791,23981204
10047683,14943596
1215032,2502882
17571617,24510632
25999541,45551241
13721544,19101060
7069710,2712410
11853714,16384520
18052845,23755314
25111286,44804989
12421968,15689944
18870476,26646745
24376905,43959890
10796011,14428801
13163846,18342898
12794832,16848889
9827912,14423132
17607850,24566343
18929429,26327604
25982685,45893985
30763850,49141476
25852811,45720722
8144072,10778014
9677870,14565750
26891268,46942195
24331517,41358233
13533019,909325
24906348,42038145
22501993,145479
8138071,12934445
27221931,42799220
17707488,24575135
25779100,45543816
20736522,21596251
17572903,19249629
8517008,8586372
23221088,19938595
16072750,15781430
15832237,16479855
13096280,18262729
13622966,19226603
17456797,272006
25893693,45775594
22926879,2288643
11549193,15729222
29632243,49982320
25440225,45202778
8610510,13480851
2913775,3351033
15843166,21585451
29372052,45057702
23012547,42578981
25776215,41816741
18044917,25323488
15791429,21416605
10168967,13556031
27246111,26542461
26073169,46010450
10265268,35029
13520577,829330
17368378,24152432
24820192,44461004
13623108,18282674
6879289,6278075
26384758,42901339
25490592,21905102
17707605,24657006
16142053,21973918
7702619,10401101
26244512,42999423
16441481,15038778
15839976,21580644
25241769,44961233
7022896,2113600
18353714,25779088
25893817,49751267
27406774,42963521
27276463,43082577
13147230,18164154
11468377,16402639
17351413,21417067
25614522,45425730
39020,38742
8573020,13441827
3598830,3641533
19561922,27690396
10790516,15702803
27774330,46081985
16117886,19194510
20587777,36430665
24605948,44215861
21853661,41125546
17333455,24064783
18608330,24757165
25814245,42812714
18667990,26493653
18599909,26366113
13414594,18713722
25734172,42912214
13260491,18461136
25242224,43024334
21412404,41247463
15755025,18970934
22694362,25570700
10161736,13121288
21942942,40713294
13539043,16402639
16041675,20605620
11513531,15668403
7287301,1410754
10832384,15746418
10435390,548132
29617263,47201116
25489107,45263561
24465560,41931460
22537293,26440459
15818164,21545770
24848346,41907960
11720382,16668559
24331478,43110668
25785376,25697024
25430285,44883206
24917371,33210811
19524269,40316935
11579576,13360787
11528279,15915002
7093222,7262107
2210693,2216479
15795357,17225055
89375,2957021
23278696,26164907
22267818,26335511
6433836,6623336
26252859,46249638
3288096,3324511
17333302,24064606
25258207,27669153
24388326,44934568
9971253,457882
16102242,24346221
25690957,45519634
15794953,21471904
25546104,45338888
24968109,44635848
25106953,44759727
20828370,40098571
7248754,4126074
13532186,19093862
6305025,6489824
24504691,42667431
15789039,20386276
25614093,21366542
25817788,45584364
26116509,25457412
10246370,2139579
27068734,46813511
17287009,23907081
17986348,21585382
18740425,21998974
9516,3303888
20754959,27112719
25786965,45637470
13260309,18461812
3678952,3722308
13092965,18264845
23434061,42999465
20517393,26174292
7907680,11175646
7001102,6366642
23719445,43328950
13572954,18538602
9307670,9585796
23330560,41499401
18282915,25756827
17837719,17305270
25194131,19187812
18404093,26037952
22108443,26493562
23615923,44867568
26817444,42940024
11351406,1049702
18342207,25441070
13544577,18147798
17703444,24750231
17728480,18587348
20944632,27334782
18465837,26123646
25816640,45637654
18693828,26542378
25074773,44760134
22875054,21445709
10168832,14598314
15803040,21526202
10889618,15380749
23434009,42999423
30107815,1479215
23281911,42819813
25979615,42742312
20603050,39876463
9434377,14318921
2429135,1708725
2702704,2728068
23742842,43241337
15803695,21527145
16065445,22590226
13424272,19076619
24612004,44223102
6162662,6341859
9118135,14893776
13586786,19174134
15797384,21520277
24820291,44461064
13545414,16258764
23723256,42788868
25761329,46670296
9774658,11286470
18227637,25662957
13256064,16202410
12445552,17428541
20926278,27239641
15810664,3875895
25330541,45065758
18209302,25630042
21535271,40864254
19477973,27562919
25671634,45436495
20758039,40090505
13515085,19071114
7008202,6705842
2275835,2281920
27274440,47208077
7023520,969953
12831569,16542344
8701853,13574641
17692931,24727312
13539186,19101550
18048902,24333997
25430260,44518635
26521568,42099409
9509287,14395005
2029927,2313023
25202899,13362769
22609391,42099162
8755555,7165313
7099389,7357104
16065444,21362590
16130097,17851499
10633517,14854113
5122850,5189641
28260226,48300163
3093753,3124879
10335318,15237912
23602520,43959156
23616557,44980862
24885622,44534223
25159918,26542197
22875097,42439387
17851885,24987300
13588421,19175823
3614101,3656868
13391073,18622061
16041808,17237712
25203675,44916095
18053110,24486783
12442623,16218142
2957183,2986689
23088244,28068934
15818396,21546014
26031132,17115101
28129210,44523713
17703290,24749971
16071628,21865617
24605887,24241274
26312348,42901145
17397361,21762418
8582584,855288
9655505,14374946
5771209,4576703
21887220,45343746
18599846,26198849
22044632,19058182
16145730,23841881
25573579,45374401
25755119,43082562
12540891,18220509
15851695,17760917
24612068,44223070
23492830,43082962
11280465,16207655
22300078,41650393
23245594,42788872
17368383,13545718
26200563,46177490
25241274,44960908
26154358,46111033
11480917,6527880
7170627,7580942
22500656,41241463
23261542,42803214
26236956,46227741
6878296,6130410
20821327,24256919
16180347,15035866
18012222,1951209
2813153,2588213
24612033,26493547
26859880,46131866
25739091,45578245
23047650,40167227
12875690,18028533
27247275,47296344
25816707,45673789
10473981,15379278
25810691,257399
12886599,14532721
17884042,25047176
17707480,24757008
18249280,25651980
25065629,44749816
17318031,23987036
27415713,47464729
18491947,349213
9924889,1623890
13547165,21502454
17883710,23984727
7841340,10934517
20896062,26783867
24819514,26493378
18404285,25746450
26067600,46003318
375802,2422333
18360158,25959679
3613997,3656764
20821390,40167227
24795872,44431906
10032672,14928278
6224826,6405538
27887709,44222730
12160906,17131961
24692927,26680498
24805747,940892
10299110,15201053
22522170,41969588
10060786,4048019
10189762,13359655
8702030,13181406
25472802,22378124
24693620,44886238
25111283,44804986
25814115,45670842
17757956,22251263
12168017,15513187
24611816,44825395
2260637,2300926
22402972,41828131
7144426,7408880
27161845,47201116
22168863,26645636
7743117,17836362
21535553,40864509
6505109,6696695
13330603,18538253
25194147,44904805
17286685,24243586
28262447,44904804
25986953,45168703
4332082,3810543
13528318,19081975
15843610,21653636
13057636,18222814
7713965,10441968
8087704,31967
23492536,43082754
25300817,44729861
18143982,25491305
20698530,40018073
10001499,14896536
25535361,42099141
22469811,41910101
12222585,4114680
4837579,4902827
25893955,45775974
8582816,13452045
15746177,17973158
18263699,25099922
24338377,44960922
12951268,17459278
23342832,40167154
29515257,45899559
8139316,1271984
25110773,25755280
20697408,39961210
23995249,43595986
15798952,19256026
15789831,21510918
10796024,14467222
2495567,2502879
23848165,43458140
18693854,26542404
16158527,21998943
13572814,19137260
9681098,14183705
25184383,44892290
7000599,2296
23719479,43328972
17162344,21758767
2241558,3134352
2449962,4084010
21920672,26365939
28587965,48754840
26063809,44603266
17890313,15999360
20170404,28098716
22675863,42179966
16071626,21553934
25688730,45955392
20839196,18962767
25937961,2243697
8546358,13414212
13482355,19015833
29752743,50110940
27406716,28158779
7928353,11246956
25743703,45046756
18818406,24757077
17910703,24084386
25066561,44756490
25671826,45495873
10437680,15342248
25065433,11409817
5739373,5911024
22318363,41111194
9719614,11083239
6902794,7126374
25525647,45312378
26385324,42097845
27277175,4083829
7958389,6759965
18392322,1734019
24944821,44603248
10489895,1871119
15707716,18986972
6547188,6739626
12059658,17026855
23492483,5020624
22723178,26625560
18283020,25756794
18090127,25337735
25387671,43210220
18602406,26373306
18114068,25441299
26515167,26542333
25379099,42819811
20910157,40098620
25858377,45674414
10041004,14795098
22749994,42295323
17338792,21823195
12959233,18116611
25387119,44070863
5568007,5739174
5600151,4690388
20819682,40165571
7018811,1405107
9058599,13936573
6359434,4857805
17262197,22728595
20560137,39113604
28260001,48299915
5460711,5528300
6903105,6873353
8586212,13455595
22752737,27633786
25111246,43546219
26068016,42819776
19155234,21857831
25162637,21573650
23848190,43458164
5867331,6686629
18228202,25663814
16158558,21998974
5551522,5722589
24886016,46062449
9213976,14093739
13513576,18347103
17288661,25046757
26795575,42674981
24397023,42179966
25814137,47264154
17349126,24034566
25829009,86228
15717347,21388076
23736345,41969588
18453095,25592905
6398972,6587666
27069953,47112406
26109389,46054778
15927483,1965767
9572203,2697052
2356639,2363405
7856504,1137060
16130723,21955333
6571967,6570102
20944589,27334827
12925663,18081190
22822903,42375752
10207565,1454588
15802385,21527017
26074170,42855493
22725443,41246261
5060378,6976108
18851448,25535604
7600008,2128192
18280712,25491291
15808287,21532921
10925455,3277867
15776309,21488217
20633004,25382416
16130159,21955818
6668592,6863513
17232261,23748550
6606456,6800379
11516299,16452756
24952205,44612006
11737276,16686462
13152657,18077623
25938014,43568339
12763464,16748920
18170778,25491300
17368385,13545697
11165711,15744431
7654769,3441236
13330761,18538203
13592828,19180940
7089888,7345932
17833742,24952597
3063499,3094402
28814772,41711673
25733508,43210227
24820170,40221440
7830113,14141989
9905338,1807620
23494797,41068458
22153757,26591618
9936218,2249197
10130768,13301503
26384809,42145710
17800786,24901276
16184824,21697181
18693910,26542461
23602561,44367493
22509955,41954225
18655937,26470551
22747192,40090505
27280299,44080408
9447878,13001362
10438797,13427398
18118004,18446499
23341903,42901366
18655856,26470461
25183451,43110668
7738919,10541956
15790842,21443207
24487029,45226500
23591097,43193759
26891484,46938495
24728470,43579550
7112675,491309
17802724,23986788
9647908,14535402
6257535,6232309
10855141,15769970
11592938,14693267
25074363,2565478
12617758,17643316
3202905,3236143
10054335,14950407
23291994,25327308
22571628,42038090
20820995,40166909
18600220,21766652
10438971,14302659
9691607,9585076
11277851,15513187
25074850,27669153
27280294,46240958
25814485,45670634
9549267,10767072
12868761,17995392
13001833,18162779
26521632,42931863
7840156,10929345
4161697,4208968
23604325,43205961
18167452,26650864
9250514,6824163
13484975,17822238
25487520,45261718
21412202,27029851
9410421,14294481
6578593,6976108
11516138,14812865
25810151,45666199
17681631,19107238
12033455,16327730
19322169,27112719
11432226,16696160
6629816,6824163
22571699,26949988
23526239,43129034
28110114,42955194
18317781,19138230
7119294,163508
26586169,43082962
28208249,42038205
13530925,18227851
11420887,14648051
5148758,5215730
26114491,43457987
26883143,45622200
23399254,2008634
6100873,6278086
27274418,47328247
19288043,13306276
18144105,25491432
9721638,13943349
27191346,46755799
18404888,26039086
23507715,32042085
15819334,21547736
10365343,15268500
13523060,17594837
15811495,21417067
24611941,44223049
17570854,22084678
26244910,46238535
13126128,18301987
25897953,42587772
18167006,25533215
15819308,19207599
9821035,12348314
17934469,25142331
18666006,26489935
10237845,13606557
18052918,25337597
8730822,13603851
26086440,43266286
5959860,3440839
19480211,27562919
13531384,16690598
12510274,14420600
20706753,15677976
17208457,23688523
9739365,14628458
17407748,24248331
23290347,42847591
7295784,6499919
18707908,26600789
13513646,19068963
20821619,40295330
9314915,11018887
25066979,26098219
23497890,43099639
13082862,18115333
25982857,42819811
5422154,5489697
6443841,6633852
27189285,43014915
28408224,45020928
23602567,43510164
28187,3346751
9682791,14570751
18223637,25491305
11605507,15035863
25241784,44961247
13236353,18433878
22823307,1026225
17338293,24072219
18707872,25003611
15703996,16837919
13573682,19154615
23280252,42818526
6994369,2861004
25310633,26542469
25337081,45073734
7932176,11260005
21943134,40713173
3978662,4024441
13531491,19257366
19288239,24593525
7028217,2731652
16038046,18116611
7879891,11076657
13588432,19175841
9630715,13243189
10546199,107465
7445626,1413589
17271501,21805183
27221274,45333095
25777509,42145710
19161794,17766175
27248660,47297498
27240151,44188557
409207,1466917
13001178,18162092
24314741,43893277
13532019,18587348
11477416,14977891
23131088,27411330
10255204,6533383
21853626,42099751
20483097,28553802
7154028,5017666
15826004,21557788
17333850,24064772
25937866,45835163
10426744,13965275
8717667,13590573
8616425,13486933
26244540,46235584
16130,1205304
17333794,24065147
25852655,45720736
843804,829330
16158528,21998944
23462615,24034629
11532779,16207655
13107666,18280856
18053019,25337937
18655866,26470475
25664522,45487302
12645494,17026855
26887738,14779227
28862254,49300972
12682653,17811288
10038036,13638399
23492705,43082878
20442902,25273781
22551744,40339077
12083150,16321346
18292060,24089044
10312854,15451628
24629405,2288643
17888950,25058404
3222979,3257056
24612559,44223611
6553732,6746307
7204065,6382826
23995368,28098716
15791154,21512735
23152023,26341081
17839073,24948170
1118668,878368
7102555,2448669
19162709,27203191
24941005,45585402
7103547,7361871
10398153,10706553
17237152,23756807
18773627,26678197
8584913,13454225
25819509,45676288
18730147,26600745
25110932,42792863
11389489,351040
25110936,40860053
13515711,19072323
20525617,37104702
26073151,21905102
11009732,13341130
11428806,16362149
18929965,26678197
27413035,47461958
23904734,42069567
6979801,2754161
9729507,14618376
24944823,44603249
23308134,42090391
26025352,45948939
22895349,42484814
2211221,2217009
11942891,15232652
6290885,6475254
17883715,24173157
25159538,44863041
10286971,14318921
26067939,42819813
25310481,43210227
11459717,2420123
10962190,14302659
12444166,17427104
18775247,26680281
25620783,45433179
15815361,21541857
7102357,3359531
18775347,26680305
13151129,18329141
17290260,23912405
25872344,45656922
12029468,16995682
26579923,44222703
6048530,6224145
17691628,106053
27158723,45740250
16158491,21998907
13167796,18347052
25526965,45313982
17571543,24511288
10644930,15553789
27272223,47325766
27272308,47325834
22749539,42294915
12080483,17048407
7147947,401169
2877417,2903602
4618898,4668853
3124122,3155467
15819025,21547733
25986938,44941701
22522202,41969628
22253734,41629761
25387202,45137868
23605009,43206604
12492442,16298550
18453393,25592905
15798797,21521583
25814336,45671037
18049581,16482835
18340066,25096143
17559245,24485307
7025868,109361
22033811,40212791
24188496,43776304
29093221,17763198
15818448,21871469
13245352,18445745
8026408,6705842
23281640,42819638
16137521,21966631
25643397,42907816
27272226,43272180
13530789,18116002
16101091,21911392
10290282,15388957
26795566,43767783
25893709,45584499
25743811,41848987
25489012,44737184
16158262,19175827
9046370,2259225
25318833,45051628
17165596,3295919
26067705,42720484
6411961,6600281
16131403,21956558
16117355,21935683
8702806,13575598
25663776,45486717
6621101,14525767
29877586,40864626
23399015,42955507
17159011,24152432
6643090,6837577
16130438,21955530
19330499,2713696
6948366,3950369
11789380,16741648
17322114,23664670
7067799,4717423
12418635,15438779
12553276,17556196
10661424,13659124
17368397,24152418
16130565,23591130
8913852,13790252
21944039,41797265
3413662,3159812
7434412,9424111
24388414,43972347
13587165,19174517
12174670,16536239
18693917,26542468
6553733,6746308
26192235,43081207
10627168,15333117
27843037,47827067
12953257,18110250
20726455,26795584
7156505,7162888
13521462,19012436
17900001,25073498
18667884,26493547
10400627,15304562
13708346,19194510
18498559,26186625
9415059,12982030
16061709,960794
27276408,47328266
15819566,21905061
25944381,45843828
24585389,44058534
25816790,44943254
22761137,42422222
9676849,14564728
24611462,44222635
22928803,832090
26370353,43981459
15822195,21551966
25489917,43190270
22609128,40462273
26347657,42818526
23398625,42955214
11523511,15207309
6054518,6230329
24611425,44222605
1436818,1427379
10666923,15576358
9428981,14313457
23092910,79194
6585201,6778696
13149204,17379465
2183985,6767859
17349269,24090377
23310699,42864821
14889780,21366940
18761514,26658861
26109367,46054738
18339743,25893105
16131444,21834552
15985400,21739845
20764815,75803
22747202,40857932
25431172,45191877
14889776,20386276
18666181,21975829
8432988,2915346
6596542,2670220
25922597,2957021
25245760,44965764
25746675,45587845
25361883,45105479
15789718,21846683
25614847,45263483
13367202,18164589
25387880,42038145
13480066,17363999
15791120,21512700
24019181,43618132
25409761,45107510
6806468,6680918
28552415,44707128
23209506,41125525
18089900,25337586
25573670,45057702
29808761,50177731
13265092,18468319
12737072,17875298
25332049,40756971
13252406,18453476
16248078,22590226
23846048,43456323
26150677,46106572
25986929,47844094
23398665,40431461
27876333,47869159
18660275,21532949
9917405,7087993
25529032,42427416
12703529,17811288
22826103,42299349
27220736,4077583
6716424,6888170
18870306,26680498
27209407,47250889
10169838,660204
25111119,44804811
3062753,3093659
12476793,16296570
15851682,19192337
25776216,42038179
6455256,6645508
18780018,40105040
18775383,26680516
27220717,50722814
13521391,16550024
6465707,6656179
24611671,44929044
11339901,16542344
2990950,3021411
18079644,25386936
21413808,40714578
17607756,23981243
18089975,25337698
13528336,19081982
12963396,18121159
8645435,1244564
10139649,15037752
18379039,25994998
26031288,45957580
13521564,19082240
25451555,45216378
11532190,14428619
21538585,25441290
12941649,17851429
10964693,15668403
6990472,4422413
6517407,6709262
8108782,2802546
25814301,21576402
25111322,21576404
21801489,41057843
12687461,17884037
26155798,46113234
25430261,45105520
17333230,24064531
12457867,16028506
7693699,1218479
17417253,21541867
28925597,49944929
24612127,44223191
29988247,45625350
2859559,6417943
7005610,2896642
27280378,45517455
24252120,42498651
35982,979256
26256124,41048996
10588510,3043272
25742710,409865
10962326,14439910
23199759,42744297
28551925,45638558
23280482,42248371
2821680,2847773
26026013,42038027
25112904,21994043
26247019,46240984
18351071,23986788
15786792,21506045
20666265,25386936
22944527,26592629
9932224,1208014
